Date,Price,Open,High,Low,Change %,Change,rf,VaR,kelly,rf_CumReturn_temp,rf_CumReturn,kelly_ratio,portfolio,equity,cash
03/05/2009,682.55,708.27,708.27,677.93,-4.25%,-0.0425,9.721389505634725e-05,-0.009000000000000001,-3.3249290659584125,1.0000972138950563,1.0036528652732022,0.0,1.003458147481409,0.0,1.0035556975564517
03/06/2009,683.38,684.04,699.09,666.79,0.12%,0.0012,9.760431028493777e-05,-0.009000000000000001,-3.2033286763381232,1.000097604310285,1.0037508261188828,-3.2033286763381232,1.0035556975564517,0.0,1.0036536489181442
03/09/2009,676.53,680.76,695.27,672.88,-1.00%,-0.01,0.00010228633533659881,-0.009000000000000001,-3.3843637670927698,1.0001022863353366,1.0038534961124777,0.0,1.0036536489181442,0.0,1.0037563089718393
03/10/2009,719.6,679.28,719.6,679.28,6.37%,0.0637,0.00010501499826509608,-0.009000000000000001,-3.054231170943006,1.000105014998265,1.0039589157856303,-3.054231170943006,1.0037563089718393,0.0,1.0038617184388845
03/11/2009,721.36,719.59,731.92,713.85,0.24%,0.0024,0.00010306614249411261,-0.009000000000000001,-3.108582140437931,1.0001030661424941,1.004062389958303,-3.108582140437931,1.0038617184388845,0.0,1.0039651825938014
03/12/2009,750.74,720.89,752.63,714.76,4.07%,0.0407,9.721389505634725e-05,-0.009000000000000001,-2.7561231581159515,1.0000972138950563,1.0041599987741103,-2.7561231581159515,1.0039651825938014,0.0,1.0040627819597023
03/13/2009,756.55,751.97,758.29,742.46,0.77%,0.0077,9.760431028493777e-05,-0.009000000000000001,-2.7218631922466425,1.000097604310285,1.0042580091182065,-2.7218631922466425,1.0040627819597023,0.0,1.0041607828150183
03/16/2009,753.89,758.84,774.53,753.37,-0.35%,-0.0034999999999999996,9.877532832303082e-05,-0.009000000000000001,-2.7379540639952364,1.000098775328323,1.0043572050327783,-2.7379540639952364,1.0041607828150183,0.0,1.0042599691260299
03/17/2009,778.12,753.88,778.12,749.93,3.21%,0.0321,9.994600504481532e-05,-0.009000000000000001,-2.4964041662992367,1.0000999460050448,1.0044575865230592,-2.4964041662992367,1.0042599691260299,0.0,1.0043603408979704
03/18/2009,794.35,776.01,803.04,765.64,2.09%,0.0209,8.274178768430396e-05,-0.009000000000000001,-2.2997044133567432,1.0000827417876843,1.004540697139421,-2.2997044133567432,1.0043603408979704,0.0,1.0044434434680556
03/19/2009,784.04,797.92,803.24,781.82,-1.30%,-0.013000000000000001,8.234992500244509e-05,-0.009000000000000001,-2.3726278367862967,1.0000823499250024,1.0046234209904925,0.0,1.0044434434680556,0.0,1.0045261593102943
03/20/2009,768.54,784.58,788.91,766.2,-1.98%,-0.019799999999999998,8.47005278128421e-05,-0.009000000000000001,-2.586244199698778,1.0000847005278128,1.0047085131245035,0.0,1.0045261593102943,0.0,1.0046112432061898
03/23/2009,822.92,772.31,823.37,772.31,7.08%,0.0708,8.391714638755765e-05,-0.009000000000000001,-2.202373995621903,1.0000839171463876,1.0047928253958762,-2.202373995621903,1.0046112432061898,0.0,1.0046955473149486
03/24/2009,806.12,820.6,823.65,805.48,-2.04%,-0.0204,8.078209183959295e-05,-0.009000000000000001,-2.2901665535687026,1.0000807820918396,1.0048739946621772,0.0,1.0046955473149486,0.0,1.0047767087229227
03/25/2009,813.88,806.81,826.78,791.37,0.96%,0.0096,8.430885619947759e-05,-0.009000000000000001,-2.3065404876772084,1.0000843088561995,1.0049587144392917,-2.3065404876772084,1.0047767087229227,0.0,1.004861420297971
03/26/2009,832.86,814.06,832.98,814.06,2.33%,0.0233,7.921364641982898e-05,-0.009000000000000001,-2.1812064759478402,1.0000792136464198,1.0050383208835638,-2.1812064759478402,1.004861420297971,0.0,1.0049410190352195
03/27/2009,815.94,828.68,828.68,813.43,-2.03%,-0.0203,7.921364641982898e-05,-0.009300000000000001,-2.3223083981977495,1.0000792136464198,1.0051179336337526,0.0,1.0049410190352195,0.0,1.0050206240777741
03/30/2009,787.53,809.07,809.07,779.81,-3.48%,-0.0348,7.842919396416903e-05,-0.009300000000000001,-2.4275086063715188,1.0000784291939642,1.0051967642231263,0.0,1.0050206240777741,0.0,1.005099447035238
03/31/2009,797.87,790.88,810.48,790.88,1.31%,0.0131,8.156608492315698e-05,-0.009300000000000001,-2.272160473687939,1.0000815660849232,1.0052787541877615,-2.272160473687939,1.005099447035238,0.0,1.005181429062091
04/01/2009,811.08,793.59,813.62,783.32,1.66%,0.0166,7.921364641982898e-05,-0.009300000000000001,-2.2939450105930455,1.0000792136464198,1.005358385983549,-2.2939450105930455,1.005181429062091,0.0,1.0052610531484005
04/02/2009,834.38,814.53,845.61,814.53,2.87%,0.0287,8.391714638755765e-05,-0.009300000000000001,-2.1461735967253794,1.0000839171463876,1.0054427527903977,-2.1461735967253794,1.0052610531484005,0.0,1.0053454117873553
04/03/2009,842.5,835.13,842.5,826.7,0.97%,0.0097,8.861514465463571e-05,-0.009300000000000001,-2.161619974249815,1.0000886151446546,1.0055318502453783,-2.161619974249815,1.0053454117873553,0.0,1.0054345006164487
04/06/2009,835.48,839.75,839.75,822.79,-0.83%,-0.0083,9.017992370452532e-05,-0.009300000000000001,-2.249347135087802,1.0000901799237045,1.005622529030916,-2.249347135087802,1.0054345006164487,0.0,1.0055251706230042
04/07/2009,815.55,834.12,834.12,814.53,-2.39%,-0.0239,8.978878609111618e-05,-0.009300000000000001,-2.299897870342735,1.0000897887860911,1.0057128226570635,0.0,1.0055251706230042,0.0,1.0055251706230042
04/08/2009,825.16,816.76,828.42,814.84,1.18%,0.0118,8.74411601670122e-05,-0.009300000000000001,-2.26080914141479,1.000087441160167,1.0058007633530714,-2.26080914141479,1.0055251706230042,0.0,1.0056130949105007
04/09/2009,856.56,829.29,856.91,829.29,3.81%,0.0381,8.978878609111618e-05,-0.009000000000000001,-2.007967217306307,1.0000897887860911,1.0058910729826624,-2.007967217306307,1.0056130949105007,0.0,1.00570338768957
04/13/2009,858.73,855.33,864.31,845.35,0.25%,0.0025,8.783252645860884e-05,-0.009000000000000001,-1.9875230879805568,1.0000878325264586,1.0059794229369448,-1.9875230879805568,1.00570338768957,0.0,1.0057917211589789
04/14/2009,841.5,856.88,856.88,840.25,-2.01%,-0.020099999999999996,8.783252645860884e-05,-0.009300000000000001,-2.1356601264758868,1.0000878325264586,1.0060677806512266,0.0,1.0057917211589789,0.0,1.0058800623869395
04/15/2009,852.06,839.44,852.93,835.58,1.25%,0.0125,8.783252645860884e-05,-0.009300000000000001,-2.078534599272996,1.0000878325264586,1.0061561461261899,-2.078534599272996,1.0058800623869395,0.0,1.0059684113741334
04/16/2009,865.3,854.54,870.35,847.04,1.55%,0.0155,9.017992370452532e-05,-0.009300000000000001,-2.049553690490878,1.0000901799237045,1.0062468812106824,-2.049553690490878,1.0059684113741334,0.0,1.0060591295287202
04/17/2009,869.6,865.18,875.63,860.87,0.50%,0.005,9.447992534150629e-05,-0.009300000000000001,-2.0356011576776116,1.0000944799253415,1.0063419513408942,-2.0356011576776116,1.0060591295287202,0.0,1.0061541819201671
04/20/2009,832.39,868.27,868.27,832.39,-4.28%,-0.042800000000000005,9.330765410231479e-05,-0.009300000000000001,-2.183702799404417,1.0000933076541023,1.0064358507475986,0.0,1.0061541819201671,0.0,1.0062480638065474
04/21/2009,850.08,831.25,850.09,826.83,2.13%,0.0213,9.565185453208613e-05,-0.009300000000000001,-2.2266153539699522,1.000095651854532,1.00653211820319,-2.2266153539699522,1.0062480638065474,0.0,1.0063443132999699
04/22/2009,843.55,847.26,861.78,840.57,-0.77%,-0.0077,9.565185453208613e-05,-0.009300000000000001,-2.287453592115734,1.000095651854532,1.0066283948669423,-2.287453592115734,1.0063443132999699,0.0,1.0064405719998348
04/23/2009,851.92,844.62,852.87,835.45,0.99%,0.009899999999999999,9.057102323084543e-05,-0.009300000000000001,-2.204554492087212,1.0000905710232308,1.0067195662306787,-2.204554492087212,1.0064405719998348,0.0,1.006531726352262
04/24/2009,866.23,853.91,871.8,853.91,1.68%,0.0168,9.096208467762601e-05,-0.009300000000000001,-2.148833198338605,1.0000909620846776,1.0068111395411088,-2.148833198338605,1.006531726352262,0.0,1.0066232825763852
04/27/2009,857.51,862.82,868.83,854.65,-1.01%,-0.0101,8.900639657349885e-05,-0.0096,-2.165884405551212,1.0000890063965735,1.0069007521726694,0.0,1.0066232825763852,0.0,1.0067128784874744
04/28/2009,855.16,854.48,864.48,847.12,-0.27%,-0.0027,9.17440933618785e-05,-0.0096,-2.1812197669380935,1.0000917440933619,1.0069931293692829,-2.1812197669380935,1.0067128784874744,0.0,1.006805238447787
04/29/2009,873.64,856.85,882.06,856.85,2.16%,0.0216,9.330765410231479e-05,-0.0096,-2.108410523703874,1.0000933076541023,1.0070870895358814,-2.108410523703874,1.006805238447787,0.0,1.0068991810827246
04/30/2009,872.81,876.59,888.7,868.51,-0.10%,-0.001,9.799468756721552e-05,-0.0096,-2.138341975782111,1.0000979946875672,1.0071857787205736,-2.138341975782111,1.0068991810827246,0.0,1.0069978518533864
05/01/2009,877.52,872.74,880.48,866.1,0.54%,0.0054,0.00010111634064968733,-0.0096,-2.1066334727806115,1.0001011163406497,1.0072876216608722,-2.1066334727806115,1.0069978518533864,0.0,1.0070996757912078
05/04/2009,907.24,879.21,907.85,879.21,3.39%,0.0339,0.00010033615480509184,-0.0096,-2.00601705025283,1.000100336154805,1.0073886890276125,-2.00601705025283,1.0070996757912078,0.0,1.0072007243001821
05/05/2009,903.8,906.1,907.7,897.34,-0.38%,-0.0038,9.994600504481532e-05,-0.0096,-2.02054642217291,1.0000999460050448,1.007489373502608,-2.02054642217291,1.0072007243001821,0.0,1.007301389988854
05/06/2009,919.53,903.95,920.28,903.95,1.74%,0.0174,9.799468756721552e-05,-0.0096,-1.9184048697683909,1.0000979946875672,1.0075881021089916,-1.9184048697683909,1.007301389988854,0.0,1.0074001001738522
05/07/2009,907.39,919.58,929.58,901.36,-1.32%,-0.0132,9.838502691095208e-05,-0.0097,-1.9845470940891807,1.000098385026911,1.0076872336915328,0.0,1.0074001001738522,0.0,1.007499213259818
05/08/2009,929.23,909.03,930.17,909.03,2.41%,0.0241,9.916559181122331e-05,-0.0097,-1.9184268236444781,1.0000991655918112,1.0077871615924223,-1.9184268236444781,1.007499213259818,0.0,1.0075991225155503
05/11/2009,909.24,922.99,922.99,908.68,-2.15%,-0.0215,9.565185453208613e-05,-0.0097,-1.9882380327893854,1.000095651854532,1.0078835583034023,0.0,1.0075991225155503,0.0,1.0076955012402438
05/12/2009,908.35,910.52,915.57,896.46,-0.10%,-0.001,9.487060640056555e-05,-0.0097,-2.027087120282555,1.0000948706064006,1.0079791768277597,-2.027087120282555,1.0076955012402438,0.0,1.0077911019235135
05/13/2009,883.92,905.4,905.4,882.8,-2.69%,-0.0269,9.252594981701279e-05,-0.01,-2.1261949710929184,1.000092525949817,1.0080724410584916,0.0,1.0077911019235135,0.0,1.007884348752436
05/14/2009,893.07,884.24,898.36,882.52,1.04%,0.0104,9.135310805219454e-05,-0.01,-2.0556486953093227,1.0000913531080522,1.0081645316091241,-2.0556486953093227,1.007884348752436,0.0,1.0079764221202518
05/15/2009,882.88,892.76,896.97,878.94,-1.14%,-0.011399999999999999,8.939761038329053e-05,-0.01,-2.1216598020362714,1.0000893976103833,1.0082546591091233,0.0,1.0079764221202518,0.0,1.0080665328037122
05/18/2009,909.71,886.07,910.0,886.07,3.04%,0.0304,8.978878609111618e-05,-0.01,-1.946715798710349,1.0000897887860911,1.0083451890710353,-1.946715798710349,1.0080665328037122,0.0,1.0081570458739917
05/19/2009,908.13,909.67,916.39,905.22,-0.17%,-0.0017000000000000001,8.978878609111618e-05,-0.01,-1.9258758304242733,1.0000897887860911,1.0084357271615227,-1.9258758304242733,1.0081570458739917,0.0,1.00824756707133
05/20/2009,903.47,908.62,924.6,901.37,-0.51%,-0.0051,8.74411601670122e-05,-0.01,-1.951468912748733,1.000087441160167,1.0085239059514597,-1.951468912748733,1.00824756707133,0.0,1.0083357294083304
05/21/2009,888.33,900.42,900.42,879.61,-1.68%,-0.0168,9.291682097734011e-05,-0.01,-2.027616658946131,1.0000929168209773,1.0086176147866803,0.0,1.0083357294083304,0.0,1.008429420758785
05/22/2009,887.0,888.68,896.65,883.75,-0.15%,-0.0015,9.330765410231479e-05,-0.01,-1.9296534514608974,1.0000933076541023,1.0087117265302024,-1.9296534514608974,1.008429420758785,0.0,1.0085235149423637
05/26/2009,910.33,887.0,911.76,881.46,2.63%,0.0263,9.369844919993042e-05,-0.01,-1.8276058630685053,1.0000936984492,1.0088062412546681,-1.8276058630685053,1.0085235149423637,0.0,1.0086180120316954
05/27/2009,893.06,909.95,913.84,891.87,-1.90%,-0.019,9.643295073091807e-05,-0.01,-1.9498904212202843,1.000096432950731,1.008903523417228,0.0,1.0086180120316954,0.0,1.008715276042756
05/28/2009,906.83,892.96,909.45,887.6,1.54%,0.0154,9.643295073091807e-05,-0.01,-1.8712976353043909,1.000096432950731,1.0090008149609941,-1.8712976353043909,1.008715276042756,0.0,1.0088125494332723
05/29/2009,919.14,907.02,920.02,903.56,1.36%,0.013600000000000001,9.017992370452532e-05,-0.01,-1.7963046917254097,1.0000901799237045,1.0090918065775052,-1.7963046917254097,1.0088125494332723,0.0,1.0089035240720123
06/01/2009,942.87,923.26,947.77,923.26,2.58%,0.0258,9.487060640056555e-05,-0.01,-1.749179838346471,1.0000948706064006,1.009187539729109,-1.749179838346471,1.0089035240720123,0.0,1.0089992393611407
06/02/2009,944.74,942.87,949.38,938.46,0.20%,0.002,9.096208467762601e-05,-0.01,-1.7498603392963836,1.0000909620846776,1.0092793375315534,-1.7498603392963836,1.0089992393611407,0.0,1.009091020035391
06/03/2009,931.76,942.51,942.51,923.85,-1.37%,-0.0137,9.252594981701279e-05,-0.0101,-1.7823181489100832,1.000092525949817,1.0093727220608892,0.0,1.009091020035391,0.0,1.0091843871404718
06/04/2009,942.46,932.49,942.47,929.32,1.15%,0.0115,9.760431028493777e-05,-0.0101,-1.7932347958285424,1.000097604310285,1.0094712411892464,-1.7932347958285424,1.0091843871404718,0.0,1.009282887886529
06/05/2009,940.09,945.67,951.69,934.13,-0.25%,-0.0025,9.760431028493777e-05,-0.01,-1.6957786710843852,1.000097604310285,1.0095697699334951,-1.6957786710843852,1.009282887886529,0.0,1.0093813982466835
06/08/2009,939.14,938.12,946.33,926.44,-0.10%,-0.001,9.877532832303082e-05,-0.01,-1.705522339355951,1.000098775328323,1.0096694905189854,-1.705522339355951,1.0093813982466835,0.0,1.0094811002256985
06/09/2009,942.43,940.35,946.92,936.15,0.35%,0.0034999999999999996,9.721389505634725e-05,-0.01,-1.66639611596852,1.0000972138950563,1.0097676444228783,-1.66639611596852,1.0094811002256985,0.0,1.0095792358154372
06/10/2009,939.15,942.73,949.77,927.97,-0.35%,-0.0034999999999999996,9.721389505634725e-05,-0.01,-1.7340197370503994,1.0000972138950563,1.0098658078686944,-1.7340197370503994,1.0095792358154372,0.0,1.0096773809453188
06/11/2009,944.89,939.04,956.23,939.04,0.61%,0.0060999999999999995,9.682344187411651e-05,-0.01,-1.5863079265824214,1.0000968234418741,1.0099635865520433,-1.5863079265824214,1.0096773809453188,0.0,1.0097751413845244
06/12/2009,946.21,943.44,946.3,935.66,0.14%,0.0014000000000000002,9.721389505634725e-05,-0.01,-1.5783402064838643,1.0000972138950563,1.010061769046157,-1.5783402064838643,1.0097751413845244,0.0,1.0098733055591496
06/15/2009,923.72,942.45,942.45,919.65,-2.38%,-0.023799999999999998,9.721389505634725e-05,-0.01,-1.6168059810254702,1.0000972138950563,1.0101599610849736,0.0,1.0098733055591496,0.0,1.0099714792766963
06/16/2009,911.97,925.6,928.0,911.6,-1.27%,-0.0127,9.565185453208613e-05,-0.01,-1.6253254506523627,1.000095651854532,1.0102565847586256,0.0,1.0099714792766963,0.0,1.0100680849217136
06/17/2009,910.71,911.89,918.44,903.78,-0.14%,-0.0014000000000000002,9.760431028493777e-05,-0.01,-1.7665387605103655,1.000097604310285,1.0103551901557917,-1.7665387605103655,1.0100680849217136,0.0,1.0101666719204832
06/18/2009,918.37,910.86,921.93,907.94,0.84%,0.0084,9.955581738263497e-05,-0.01,-1.7027075102272833,1.0000995558173826,1.0104557768925944,-1.7027075102272833,1.0101666719204832,0.0,1.010267239889199
06/19/2009,921.23,919.96,927.09,915.8,0.31%,0.0031,9.604242161942445e-05,-0.01,-1.6273299486066228,1.0000960424216194,1.0105528235123464,-1.6273299486066228,1.010267239889199,0.0,1.0103642684014007
06/22/2009,893.04,918.13,918.13,893.04,-3.06%,-0.030600000000000002,9.369844919993042e-05,-0.01,-1.7712512166949306,1.0000936984492,1.0106475107447441,0.0,1.0103642684014007,0.0,1.010458937966477
06/23/2009,895.1,893.46,898.69,888.86,0.23%,0.0023,8.978878609111618e-05,-0.01,-1.681341263893301,1.0000897887860911,1.0107382555578999,-1.681341263893301,1.010458937966477,0.0,1.0105496658479118
06/24/2009,900.94,896.31,910.85,896.31,0.65%,0.006500000000000001,9.135310805219454e-05,-0.01,-1.6752428858415578,1.0000913531080522,1.0108305896389724,-1.6752428858415578,1.0105496658479118,0.0,1.0106419827007282
06/25/2009,920.26,899.45,921.42,896.27,2.14%,0.021400000000000002,8.900639657349885e-05,-0.0097,-1.5089699505131349,1.0000890063965735,1.0109205600273026,-1.5089699505131349,1.0106419827007282,0.0,1.0107319363018343
06/26/2009,918.9,918.84,922.0,913.03,-0.15%,-0.0015,8.822385461870752e-05,-0.0097,-1.5888485445664626,1.0000882238546187,1.0110097473358215,-1.5888485445664626,1.0107319363018343,0.0,1.0108211069692412
06/29/2009,927.23,919.86,927.99,916.18,0.91%,0.0091,8.783252645860884e-05,-0.0097,-1.4516992732663287,1.0000878325264586,1.0110985468762044,-1.4516992732663287,1.0108211069692412,0.0,1.010909889940864
06/30/2009,919.32,927.15,930.01,912.86,-0.85%,-0.0085,8.50921612347566e-05,-0.0097,-1.5491021305860315,1.0000850921612348,1.0111845834367794,-1.5491021305860315,1.010909889940864,0.0,1.0109959104482127
07/01/2009,923.33,920.82,931.92,920.82,0.44%,0.0044,8.626683242751731e-05,-0.0097,-1.6615755573742699,1.0000862668324275,1.011271815127792,-1.6615755573742699,1.0109959104482127,0.0,1.0110831258630042
07/02/2009,896.42,921.24,921.24,896.42,-2.91%,-0.0291,8.822385461870752e-05,-0.0097,-1.7869936450491999,1.0000882238546187,1.0113610334253897,0.0,1.0110831258630042,0.0,1.0110831258630042
07/06/2009,898.72,894.27,898.72,886.36,0.26%,0.0026,9.017992370452532e-05,-0.0097,-1.8133127169883914,1.0000901799237045,1.0114522378862218,-1.8133127169883914,1.0110831258630042,0.0,1.0111743052621534
07/07/2009,881.03,898.6,898.6,879.93,-1.97%,-0.0197,8.900639657349885e-05,-0.01,-1.8682183913524382,1.0000890063965735,1.0115422636052223,0.0,1.0111743052621534,0.0,1.0112643062433724
07/08/2009,879.56,881.9,886.8,869.32,-0.17%,-0.0017000000000000001,8.783252645860884e-05,-0.01,-1.8457418100263583,1.0000878325264586,1.0116311099178543,-1.8457418100263583,1.0112643062433724,0.0,1.0113531281423072
07/09/2009,882.68,881.28,887.86,878.45,0.35%,0.0034999999999999996,9.330765410231479e-05,-0.01,-1.9076199921575658,1.0000933076541023,1.0117255028435377,-1.9076199921575658,1.0113531281423072,0.0,1.011447495130163
07/10/2009,879.13,880.03,883.57,872.81,-0.40%,-0.004,9.135310805219454e-05,-0.01,-1.9883798831181743,1.0000913531080522,1.0118179271127181,-1.9883798831181743,1.011447495130163,0.0,1.011539894002475
